case_id,axis,role,role_label,persona_id,persona_name,persona_profile,viewpoint_id,viewpoint,title,precondition,steps_text,expected_text,user_value,priority,exec_spec
PC-P22-15,persona,change,変更管理者,P22,緊急変更オンコール,夜間・休日の緊急変更を捌く,ST15,振り返りと改善,緊急変更オンコールが振り返りと改善を行う,夜間・休日の緊急変更を捌く。変更管理者でログイン済み,GET dashboard:poc → GET rag:evaluation → GET audit:feedback_list,一連の画面が 200 で表示され、振り返りと改善を最後まで完了できる（重視点: 最短手順で記録だけは残せること）,効果が出たかを目標値と突き合わせ、次の打ち手を決められる,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:poc"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""rag:evaluation"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""audit:feedback_list"", ""expect"": {""status"": [200]}}]}"
PC-P23-01,persona,change,変更管理者,P23,マルチベンダー調整役,複数ベンダー間で変更の整合を取る,ST01,初回オンボーディング,マルチベンダー調整役が初回オンボーディングを行う,複数ベンダー間で変更の整合を取る。変更管理者でログイン済み,GET dashboard:control → GET core:screen_map → GET pmo:education,一連の画面が 200 で表示され、初回オンボーディングを最後まで完了できる（重視点: 誰の担当かが曖昧にならないこと）,初めて開いた人が、どこから手を付けるかを自力で決められる,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:control"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""core:screen_map"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""pmo:education"", ""expect"": {""status"": [200]}}]}"
PC-P23-02,persona,change,変更管理者,P23,マルチベンダー調整役,複数ベンダー間で変更の整合を取る,ST02,朝の状況把握,マルチベンダー調整役が朝の状況把握を行う,複数ベンダー間で変更の整合を取る。変更管理者でログイン済み,GET dashboard:control → GET dashboard:detection → GET dashboard:tasks?due=overdue,一連の画面が 200 で表示され、朝の状況把握を最後まで完了できる（重視点: 誰の担当かが曖昧にならないこと）,出社して5分で、今日追いかける対象が決まる,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:control"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""dashboard:detection"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""dashboard:tasks"", ""query"": {""due"": ""overdue""}, ""expect"": {""status"": [200]}}]}"
PC-P23-03,persona,change,変更管理者,P23,マルチベンダー調整役,複数ベンダー間で変更の整合を取る,ST03,週次報告の準備,マルチベンダー調整役が週次報告の準備を行う,複数ベンダー間で変更の整合を取る。変更管理者でログイン済み,GET dashboard:progress → GET dashboard:kpi → GET pmo:deliverables,一連の画面が 200 で表示され、週次報告の準備を最後まで完了できる（重視点: 誰の担当かが曖昧にならないこと）,報告に使う数字が、根拠つきでそのまま取り出せる,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:progress"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""dashboard:kpi"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""pmo:deliverables"", ""expect"": {""status"": [200]}}]}"
PC-P23-04,persona,change,変更管理者,P23,マルチベンダー調整役,複数ベンダー間で変更の整合を取る,ST04,異常の発見,マルチベンダー調整役が異常の発見を行う,複数ベンダー間で変更の整合を取る。変更管理者でログイン済み,GET dashboard:detection → POST dashboard:detection_run → GET dashboard:detection,一連の画面が 200 で表示され、異常の発見を最後まで完了できる（重視点: 誰の担当かが曖昧にならないこと）,定例を待たずに、危ない兆候をその場で拾える,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:detection"", ""expect"": {""status"": [200]}}, {""m"": ""POST"", ""u"": ""dashboard:detection_run"", ""expect"": {""status"": [200, 302], ""permitted"": true}}, {""m"": ""GET"", ""u"": ""dashboard:detection"", ""expect"": {""status"": [200]}}]}"
PC-P23-05,persona,change,変更管理者,P23,マルチベンダー調整役,複数ベンダー間で変更の整合を取る,ST05,原因の深掘り,マルチベンダー調整役が原因の深掘りを行う,複数ベンダー間で変更の整合を取る。変更管理者でログイン済み,GET pmo:consultation?q=遅延の原因になっている作業を教えてください → GET agents:run_list,一連の画面が 200 で表示され、原因の深掘りを最後まで完了できる（重視点: 誰の担当かが曖昧にならないこと）,AI の答えの根拠を後から辿れて、鵜呑みにせずに済む,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""pmo:consultation"", ""query"": {""q"": ""遅延の原因になっている作業を教えてください""}, ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""agents:run_list"", ""expect"": {""status"": [200]}}]}"
PC-P23-06,persona,change,変更管理者,P23,マルチベンダー調整役,複数ベンダー間で変更の整合を取る,ST06,対策の起票,マルチベンダー調整役が対策の起票を行う,複数ベンダー間で変更の整合を取る。変更管理者でログイン済み,POST projects:issue_create（issueフォーム送信） → GET projects:issue_list,一連の画面が 200 で表示され、対策の起票を最後まで完了できる（重視点: 誰の担当かが曖昧にならないこと）,決めた対策がその場で記録され、次の週まで残る,P1,"{""steps"": [{""m"": ""POST"", ""u"": ""projects:issue_create"", ""form"": ""issue"", ""effect"": ""projects.Issue"", ""expect"": {""status"": [200, 302], ""permitted"": true}}, {""m"": ""GET"", ""u"": ""projects:issue_list"", ""expect"": {""status"": [200]}}]}"
PC-P23-07,persona,change,変更管理者,P23,マルチベンダー調整役,複数ベンダー間で変更の整合を取る,ST07,関係者への依頼,マルチベンダー調整役が関係者への依頼を行う,複数ベンダー間で変更の整合を取る。変更管理者でログイン済み,GET dashboard:ops_rules → GET integrations:pipeline,一連の画面が 200 で表示され、関係者への依頼を最後まで完了できる（重視点: 誰の担当かが曖昧にならないこと）,誰に何を催促すべきかが名前つきで出る,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:ops_rules"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""integrations:pipeline"", ""expect"": {""status"": [200]}}]}"
PC-P23-08,persona,change,変更管理者,P23,マルチベンダー調整役,複数ベンダー間で変更の整合を取る,ST08,進捗の追跡,マルチベンダー調整役が進捗の追跡を行う,複数ベンダー間で変更の整合を取る。変更管理者でログイン済み,GET dashboard:tasks → GET dashboard:tasks?view=gantt → GET projects:task_detail,一連の画面が 200 で表示され、進捗の追跡を最後まで完了できる（重視点: 誰の担当かが曖昧にならないこと）,計画と実績のずれが、日付の並びとして目で見える,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:tasks"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""dashboard:tasks"", ""query"": {""view"": ""gantt""}, ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""projects:task_detail"", ""args"": [""{task_id}""], ""expect"": {""status"": [200]}}]}"
PC-P23-09,persona,change,変更管理者,P23,マルチベンダー調整役,複数ベンダー間で変更の整合を取る,ST09,品質の確認,マルチベンダー調整役が品質の確認を行う,複数ベンダー間で変更の整合を取る。変更管理者でログイン済み,GET dashboard:quality → GET projects:defect_list,一連の画面が 200 で表示され、品質の確認を最後まで完了できる（重視点: 誰の担当かが曖昧にならないこと）,不具合が収束に向かっているかを、印象でなく数字で言える,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:quality"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""projects:defect_list"", ""expect"": {""status"": [200]}}]}"
PC-P23-10,persona,change,変更管理者,P23,マルチベンダー調整役,複数ベンダー間で変更の整合を取る,ST10,変更の影響評価,マルチベンダー調整役が変更の影響評価を行う,複数ベンダー間で変更の整合を取る。変更管理者でログイン済み,GET dashboard:change → GET projects:change_edit,一連の画面が 200 で表示され、変更の影響評価を最後まで完了できる（重視点: 誰の担当かが曖昧にならないこと）,変更が何にぶつかるかを、決める前に把握できる,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:change"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""projects:change_edit"", ""args"": [""{change_id}""], ""expect"": {""status"": [200], ""permitted"": true}}]}"
PC-P23-11,persona,change,変更管理者,P23,マルチベンダー調整役,複数ベンダー間で変更の整合を取る,ST11,意思決定の記録,マルチベンダー調整役が意思決定の記録を行う,複数ベンダー間で変更の整合を取る。変更管理者でログイン済み,GET dashboard:intervention → POST dashboard:intervention_decide,参照は 200 で表示されるが、記録を伴う操作は 403 で拒否され、意思決定の記録は完了しない（重視点: 誰の担当かが曖昧にならないこと）,決めた理由が残り、半年後に「なぜそうしたか」を説明できる,P0,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:intervention"", ""expect"": {""status"": [200]}}, {""m"": ""POST"", ""u"": ""dashboard:intervention_decide"", ""args"": [""{proposal_id}""], ""data"": {""status"": ""accepted"", ""decision_reason"": ""システムテストによる判断""}, ""effect"": ""audit.OperationLog"", ""expect"": {""status"": [403], ""permitted"": false}}]}"
PC-P23-12,persona,change,変更管理者,P23,マルチベンダー調整役,複数ベンダー間で変更の整合を取る,ST12,成果物の作成,マルチベンダー調整役が成果物の作成を行う,複数ベンダー間で変更の整合を取る。変更管理者でログイン済み,GET pmo:deliverables → GET pmo:planning → GET documents:template_list,一連の画面が 200 で表示され、成果物の作成を最後まで完了できる（重視点: 誰の担当かが曖昧にならないこと）,下書きが出てくるので、白紙から書き始めなくて済む,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""pmo:deliverables"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""pmo:planning"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""documents:template_list"", ""expect"": {""status"": [200]}}]}"
PC-P23-13,persona,change,変更管理者,P23,マルチベンダー調整役,複数ベンダー間で変更の整合を取る,ST13,根拠の確認・監査対応,マルチベンダー調整役が根拠の確認・監査対応を行う,複数ベンダー間で変更の整合を取る。変更管理者でログイン済み,GET audit:operation_list → GET audit:feedback_list → GET agents:run_list,一連の画面が 200 で表示され、根拠の確認・監査対応を最後まで完了できる（重視点: 誰の担当かが曖昧にならないこと）,操作と判断の記録が揃っていて、監査で説明できる,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""audit:operation_list"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""audit:feedback_list"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""agents:run_list"", ""expect"": {""status"": [200]}}]}"
PC-P23-14,persona,change,変更管理者,P23,マルチベンダー調整役,複数ベンダー間で変更の整合を取る,ST14,引き継ぎ・不在対応,マルチベンダー調整役が引き継ぎ・不在対応を行う,複数ベンダー間で変更の整合を取る。変更管理者でログイン済み,GET accounts:select_project → GET projects:list → GET projects:detail,一連の画面が 200 で表示され、引き継ぎ・不在対応を最後まで完了できる（重視点: 誰の担当かが曖昧にならないこと）,担当を引き継ぐ人が、案件の現在地を1画面で把握できる,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""accounts:select_project"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""projects:list"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""projects:detail"", ""args"": [""{project_id}""], ""expect"": {""status"": [200]}}]}"
PC-P23-15,persona,change,変更管理者,P23,マルチベンダー調整役,複数ベンダー間で変更の整合を取る,ST15,振り返りと改善,マルチベンダー調整役が振り返りと改善を行う,複数ベンダー間で変更の整合を取る。変更管理者でログイン済み,GET dashboard:poc → GET rag:evaluation → GET audit:feedback_list,一連の画面が 200 で表示され、振り返りと改善を最後まで完了できる（重視点: 誰の担当かが曖昧にならないこと）,効果が出たかを目標値と突き合わせ、次の打ち手を決められる,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:poc"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""rag:evaluation"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""audit:feedback_list"", ""expect"": {""status"": [200]}}]}"
PC-P24-01,persona,change,変更管理者,P24,変更履歴記録担当,変更の履歴を後追いで整える,ST01,初回オンボーディング,変更履歴記録担当が初回オンボーディングを行う,変更の履歴を後追いで整える。変更管理者でログイン済み,GET dashboard:control → GET core:screen_map → GET pmo:education,一連の画面が 200 で表示され、初回オンボーディングを最後まで完了できる（重視点: 後から履歴を補完できること）,初めて開いた人が、どこから手を付けるかを自力で決められる,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:control"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""core:screen_map"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""pmo:education"", ""expect"": {""status"": [200]}}]}"
PC-P24-02,persona,change,変更管理者,P24,変更履歴記録担当,変更の履歴を後追いで整える,ST02,朝の状況把握,変更履歴記録担当が朝の状況把握を行う,変更の履歴を後追いで整える。変更管理者でログイン済み,GET dashboard:control → GET dashboard:detection → GET dashboard:tasks?due=overdue,一連の画面が 200 で表示され、朝の状況把握を最後まで完了できる（重視点: 後から履歴を補完できること）,出社して5分で、今日追いかける対象が決まる,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:control"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""dashboard:detection"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""dashboard:tasks"", ""query"": {""due"": ""overdue""}, ""expect"": {""status"": [200]}}]}"
PC-P24-03,persona,change,変更管理者,P24,変更履歴記録担当,変更の履歴を後追いで整える,ST03,週次報告の準備,変更履歴記録担当が週次報告の準備を行う,変更の履歴を後追いで整える。変更管理者でログイン済み,GET dashboard:progress → GET dashboard:kpi → GET pmo:deliverables,一連の画面が 200 で表示され、週次報告の準備を最後まで完了できる（重視点: 後から履歴を補完できること）,報告に使う数字が、根拠つきでそのまま取り出せる,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:progress"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""dashboard:kpi"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""pmo:deliverables"", ""expect"": {""status"": [200]}}]}"
PC-P24-04,persona,change,変更管理者,P24,変更履歴記録担当,変更の履歴を後追いで整える,ST04,異常の発見,変更履歴記録担当が異常の発見を行う,変更の履歴を後追いで整える。変更管理者でログイン済み,GET dashboard:detection → POST dashboard:detection_run → GET dashboard:detection,一連の画面が 200 で表示され、異常の発見を最後まで完了できる（重視点: 後から履歴を補完できること）,定例を待たずに、危ない兆候をその場で拾える,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:detection"", ""expect"": {""status"": [200]}}, {""m"": ""POST"", ""u"": ""dashboard:detection_run"", ""expect"": {""status"": [200, 302], ""permitted"": true}}, {""m"": ""GET"", ""u"": ""dashboard:detection"", ""expect"": {""status"": [200]}}]}"
PC-P24-05,persona,change,変更管理者,P24,変更履歴記録担当,変更の履歴を後追いで整える,ST05,原因の深掘り,変更履歴記録担当が原因の深掘りを行う,変更の履歴を後追いで整える。変更管理者でログイン済み,GET pmo:consultation?q=遅延の原因になっている作業を教えてください → GET agents:run_list,一連の画面が 200 で表示され、原因の深掘りを最後まで完了できる（重視点: 後から履歴を補完できること）,AI の答えの根拠を後から辿れて、鵜呑みにせずに済む,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""pmo:consultation"", ""query"": {""q"": ""遅延の原因になっている作業を教えてください""}, ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""agents:run_list"", ""expect"": {""status"": [200]}}]}"
PC-P24-06,persona,change,変更管理者,P24,変更履歴記録担当,変更の履歴を後追いで整える,ST06,対策の起票,変更履歴記録担当が対策の起票を行う,変更の履歴を後追いで整える。変更管理者でログイン済み,POST projects:issue_create（issueフォーム送信） → GET projects:issue_list,一連の画面が 200 で表示され、対策の起票を最後まで完了できる（重視点: 後から履歴を補完できること）,決めた対策がその場で記録され、次の週まで残る,P1,"{""steps"": [{""m"": ""POST"", ""u"": ""projects:issue_create"", ""form"": ""issue"", ""effect"": ""projects.Issue"", ""expect"": {""status"": [200, 302], ""permitted"": true}}, {""m"": ""GET"", ""u"": ""projects:issue_list"", ""expect"": {""status"": [200]}}]}"
PC-P24-07,persona,change,変更管理者,P24,変更履歴記録担当,変更の履歴を後追いで整える,ST07,関係者への依頼,変更履歴記録担当が関係者への依頼を行う,変更の履歴を後追いで整える。変更管理者でログイン済み,GET dashboard:ops_rules → GET integrations:pipeline,一連の画面が 200 で表示され、関係者への依頼を最後まで完了できる（重視点: 後から履歴を補完できること）,誰に何を催促すべきかが名前つきで出る,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:ops_rules"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""integrations:pipeline"", ""expect"": {""status"": [200]}}]}"
PC-P24-08,persona,change,変更管理者,P24,変更履歴記録担当,変更の履歴を後追いで整える,ST08,進捗の追跡,変更履歴記録担当が進捗の追跡を行う,変更の履歴を後追いで整える。変更管理者でログイン済み,GET dashboard:tasks → GET dashboard:tasks?view=gantt → GET projects:task_detail,一連の画面が 200 で表示され、進捗の追跡を最後まで完了できる（重視点: 後から履歴を補完できること）,計画と実績のずれが、日付の並びとして目で見える,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:tasks"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""dashboard:tasks"", ""query"": {""view"": ""gantt""}, ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""projects:task_detail"", ""args"": [""{task_id}""], ""expect"": {""status"": [200]}}]}"
PC-P24-09,persona,change,変更管理者,P24,変更履歴記録担当,変更の履歴を後追いで整える,ST09,品質の確認,変更履歴記録担当が品質の確認を行う,変更の履歴を後追いで整える。変更管理者でログイン済み,GET dashboard:quality → GET projects:defect_list,一連の画面が 200 で表示され、品質の確認を最後まで完了できる（重視点: 後から履歴を補完できること）,不具合が収束に向かっているかを、印象でなく数字で言える,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:quality"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""projects:defect_list"", ""expect"": {""status"": [200]}}]}"
PC-P24-10,persona,change,変更管理者,P24,変更履歴記録担当,変更の履歴を後追いで整える,ST10,変更の影響評価,変更履歴記録担当が変更の影響評価を行う,変更の履歴を後追いで整える。変更管理者でログイン済み,GET dashboard:change → GET projects:change_edit,一連の画面が 200 で表示され、変更の影響評価を最後まで完了できる（重視点: 後から履歴を補完できること）,変更が何にぶつかるかを、決める前に把握できる,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:change"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""projects:change_edit"", ""args"": [""{change_id}""], ""expect"": {""status"": [200], ""permitted"": true}}]}"
PC-P24-11,persona,change,変更管理者,P24,変更履歴記録担当,変更の履歴を後追いで整える,ST11,意思決定の記録,変更履歴記録担当が意思決定の記録を行う,変更の履歴を後追いで整える。変更管理者でログイン済み,GET dashboard:intervention → POST dashboard:intervention_decide,参照は 200 で表示されるが、記録を伴う操作は 403 で拒否され、意思決定の記録は完了しない（重視点: 後から履歴を補完できること）,決めた理由が残り、半年後に「なぜそうしたか」を説明できる,P0,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:intervention"", ""expect"": {""status"": [200]}}, {""m"": ""POST"", ""u"": ""dashboard:intervention_decide"", ""args"": [""{proposal_id}""], ""data"": {""status"": ""accepted"", ""decision_reason"": ""システムテストによる判断""}, ""effect"": ""audit.OperationLog"", ""expect"": {""status"": [403], ""permitted"": false}}]}"
PC-P24-12,persona,change,変更管理者,P24,変更履歴記録担当,変更の履歴を後追いで整える,ST12,成果物の作成,変更履歴記録担当が成果物の作成を行う,変更の履歴を後追いで整える。変更管理者でログイン済み,GET pmo:deliverables → GET pmo:planning → GET documents:template_list,一連の画面が 200 で表示され、成果物の作成を最後まで完了できる（重視点: 後から履歴を補完できること）,下書きが出てくるので、白紙から書き始めなくて済む,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""pmo:deliverables"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""pmo:planning"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""documents:template_list"", ""expect"": {""status"": [200]}}]}"
PC-P24-13,persona,change,変更管理者,P24,変更履歴記録担当,変更の履歴を後追いで整える,ST13,根拠の確認・監査対応,変更履歴記録担当が根拠の確認・監査対応を行う,変更の履歴を後追いで整える。変更管理者でログイン済み,GET audit:operation_list → GET audit:feedback_list → GET agents:run_list,一連の画面が 200 で表示され、根拠の確認・監査対応を最後まで完了できる（重視点: 後から履歴を補完できること）,操作と判断の記録が揃っていて、監査で説明できる,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""audit:operation_list"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""audit:feedback_list"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""agents:run_list"", ""expect"": {""status"": [200]}}]}"
PC-P24-14,persona,change,変更管理者,P24,変更履歴記録担当,変更の履歴を後追いで整える,ST14,引き継ぎ・不在対応,変更履歴記録担当が引き継ぎ・不在対応を行う,変更の履歴を後追いで整える。変更管理者でログイン済み,GET accounts:select_project → GET projects:list → GET projects:detail,一連の画面が 200 で表示され、引き継ぎ・不在対応を最後まで完了できる（重視点: 後から履歴を補完できること）,担当を引き継ぐ人が、案件の現在地を1画面で把握できる,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""accounts:select_project"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""projects:list"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""projects:detail"", ""args"": [""{project_id}""], ""expect"": {""status"": [200]}}]}"
PC-P24-15,persona,change,変更管理者,P24,変更履歴記録担当,変更の履歴を後追いで整える,ST15,振り返りと改善,変更履歴記録担当が振り返りと改善を行う,変更の履歴を後追いで整える。変更管理者でログイン済み,GET dashboard:poc → GET rag:evaluation → GET audit:feedback_list,一連の画面が 200 で表示され、振り返りと改善を最後まで完了できる（重視点: 後から履歴を補完できること）,効果が出たかを目標値と突き合わせ、次の打ち手を決められる,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:poc"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""rag:evaluation"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""audit:feedback_list"", ""expect"": {""status"": [200]}}]}"
PC-P25-01,persona,viewer,参照のみ,P25,経営層,数字だけを短時間で見たい。詳細は不要,ST01,初回オンボーディング,経営層が初回オンボーディングを行う,数字だけを短時間で見たい。詳細は不要。参照のみでログイン済み,GET dashboard:control → GET core:screen_map → GET pmo:education,一連の画面が 200 で表示され、初回オンボーディングを最後まで完了できる（重視点: 1画面で結論が分かること）,初めて開いた人が、どこから手を付けるかを自力で決められる,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:control"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""core:screen_map"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""pmo:education"", ""expect"": {""status"": [200]}}]}"
PC-P25-02,persona,viewer,参照のみ,P25,経営層,数字だけを短時間で見たい。詳細は不要,ST02,朝の状況把握,経営層が朝の状況把握を行う,数字だけを短時間で見たい。詳細は不要。参照のみでログイン済み,GET dashboard:control → GET dashboard:detection → GET dashboard:tasks?due=overdue,一連の画面が 200 で表示され、朝の状況把握を最後まで完了できる（重視点: 1画面で結論が分かること）,出社して5分で、今日追いかける対象が決まる,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:control"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""dashboard:detection"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""dashboard:tasks"", ""query"": {""due"": ""overdue""}, ""expect"": {""status"": [200]}}]}"
PC-P25-03,persona,viewer,参照のみ,P25,経営層,数字だけを短時間で見たい。詳細は不要,ST03,週次報告の準備,経営層が週次報告の準備を行う,数字だけを短時間で見たい。詳細は不要。参照のみでログイン済み,GET dashboard:progress → GET dashboard:kpi → GET pmo:deliverables,一連の画面が 200 で表示され、週次報告の準備を最後まで完了できる（重視点: 1画面で結論が分かること）,報告に使う数字が、根拠つきでそのまま取り出せる,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:progress"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""dashboard:kpi"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""pmo:deliverables"", ""expect"": {""status"": [200]}}]}"
PC-P25-04,persona,viewer,参照のみ,P25,経営層,数字だけを短時間で見たい。詳細は不要,ST04,異常の発見,経営層が異常の発見を行う,数字だけを短時間で見たい。詳細は不要。参照のみでログイン済み,GET dashboard:detection → POST dashboard:detection_run → GET dashboard:detection,参照は 200 で表示されるが、記録を伴う操作は 403 で拒否され、異常の発見は完了しない（重視点: 1画面で結論が分かること）,定例を待たずに、危ない兆候をその場で拾える,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:detection"", ""expect"": {""status"": [200]}}, {""m"": ""POST"", ""u"": ""dashboard:detection_run"", ""expect"": {""status"": [403], ""permitted"": false}}, {""m"": ""GET"", ""u"": ""dashboard:detection"", ""expect"": {""status"": [200]}}]}"
PC-P25-05,persona,viewer,参照のみ,P25,経営層,数字だけを短時間で見たい。詳細は不要,ST05,原因の深掘り,経営層が原因の深掘りを行う,数字だけを短時間で見たい。詳細は不要。参照のみでログイン済み,GET pmo:consultation?q=遅延の原因になっている作業を教えてください → GET agents:run_list,一連の画面が 200 で表示され、原因の深掘りを最後まで完了できる（重視点: 1画面で結論が分かること）,AI の答えの根拠を後から辿れて、鵜呑みにせずに済む,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""pmo:consultation"", ""query"": {""q"": ""遅延の原因になっている作業を教えてください""}, ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""agents:run_list"", ""expect"": {""status"": [200]}}]}"
PC-P25-06,persona,viewer,参照のみ,P25,経営層,数字だけを短時間で見たい。詳細は不要,ST06,対策の起票,経営層が対策の起票を行う,数字だけを短時間で見たい。詳細は不要。参照のみでログイン済み,POST projects:issue_create（issueフォーム送信） → GET projects:issue_list,参照は 200 で表示されるが、記録を伴う操作は 403 で拒否され、対策の起票は完了しない（重視点: 1画面で結論が分かること）,決めた対策がその場で記録され、次の週まで残る,P1,"{""steps"": [{""m"": ""POST"", ""u"": ""projects:issue_create"", ""form"": ""issue"", ""effect"": ""projects.Issue"", ""expect"": {""status"": [403], ""permitted"": false}}, {""m"": ""GET"", ""u"": ""projects:issue_list"", ""expect"": {""status"": [200]}}]}"
PC-P25-07,persona,viewer,参照のみ,P25,経営層,数字だけを短時間で見たい。詳細は不要,ST07,関係者への依頼,経営層が関係者への依頼を行う,数字だけを短時間で見たい。詳細は不要。参照のみでログイン済み,GET dashboard:ops_rules → GET integrations:pipeline,一連の画面が 200 で表示され、関係者への依頼を最後まで完了できる（重視点: 1画面で結論が分かること）,誰に何を催促すべきかが名前つきで出る,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:ops_rules"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""integrations:pipeline"", ""expect"": {""status"": [200]}}]}"
